name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1
Birambo Village DR Congo,JBC Coffee Roasters,Medium-Light,United States,South Kivu Province,Democratic Republic Of The Congo,5.58,93,22-May,"Crisp, balanced, very sweet. Aromatic orchid, apricot, almond, cocoa nib, lemon verbena in aroma and cup. Sweet-toned structure with brisk acidity; very syrupy mouthfeel. Nut- and cocoa-toned finish with undertones of apricot and lemon verbena."
Kenya Kamgogo Small Lot Reserve,Dragonfly Coffee Roasters,Medium-Light,United States,Nyeri County,Kenya,5.88,93,22-May,"Richly sweet-savory, subtly complex. Bing cherry, cocoa nib, Meyer lemon zest, fresh-cut fir, Nutella in aroma and cup. Balanced, sweetly savory structure with juicy-bright acidity; crisp, velvety mouthfeel. The finish consolidates to notes of crisp citrus and sweet Nutella notes."
Ethiopia Belayneh Bariso Natural,Ramshead Coffee Roasters,Medium-Light,United States,Sidama Growing Region,Southern Ethiopia,5.73,95,22-May,"Elegantly fruit-toned, juicy and bright. Lychee, cocoa nib, freesia, cedar, almond brittle in aroma and cup. Sweetly tart structure with high-toned acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish."
Kuta Kofi Papua New Guinea,JBC Coffee Roasters,Medium-Light,United States,Upper Waghi Valley,Jiawaka Province,5.29,93,22-May,"Crisply sweet, very inviting. Salted caramel, pear, grapefruit zest, fresh-cut oak, lily in aroma and cup. Sweet structure with gently bright acidity; very full, satiny mouthfeel. The finish centers around notes of caramel and grapefruit zest."
Rwanda Gatare Natural,Dragonfly Coffee Roasters,Medium-Light,United States,Western Province,Rwanda,5.29,93,22-May,"Balanced, crisply fruit-toned. Black cherry, orange zest, almond, agave syrup, hint of lilac in aroma and cup. Sweet-toned structure with gentle acidity; full, syrupy mouthfeel. Delicately fruit-toned finish with undertones of almond."
Rock the House Blend,JBC Coffee Roasters,Medium-Light,United States,Africa,South America,5,93,22-May,"Chocolaty, crisply sweet. Bing cherry, baking chocolate, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweetly tart structure with brisk acidity; viscous, satiny mouthfeel. Chocolaty, nut-driven finish."
Kona SL34 Champagne Natural Uluwehi Farm,Paradise Roasters,Medium-Light,United States,Holualoa,Kona,26.46,94,22-May,"Tropical fruit-toned, juicy and bright. Lychee, mango, almond butter, osmanthus, oak in aroma and cup. Sweet in structure with winey acidity; crisp, syrupy mouthfeel. Fruit-driven finish supported by notes of almond and oak."
Yemen Al Mashtal Al Burhani,Paradise Roasters,Medium-Light,United States,Haraaz,Yemen,26.46,95,22-May,"Flavor-saturated, vibrantly aromatic. Pomegranate, clove, date, rosewood, tangerine zest in aroma and cup. Deeply sweet structure with balanced, fruit-toned acidity; satiny-smooth mouthfeel. Complex, sweet-tart finish, balanced and long."
Ka‘ū Lactic Natural,Paradise Roasters,Medium-Light,United States,Ka‘Ū,Big Island Of Hawai‘I,26.46,95,22-May,"Voluptuous, juicy, unique. Starfruit, cocoa nib, star jasmine, amber, wild strawberry in aroma and cup. High-toned, vibrantly sweet structure with bright, balanced acidity; viscous, syrupy mouthfeel. Resonantly, long, lingering finish, fruity and deep."
Sumatra Yellow Bourbon,Paradise Roasters,Medium-Light,United States,Pematang Purba,Simalungun,10.29,93,22-May,"Richly sweet-savory, multi-layered. Baking chocolate, goji berry, saltwater taffy, bay leaf, freesia-like flowers in aroma and cup. Balanced, sweet structure with gently brisk acidity; full, satiny-smooth mouthfeel. Chocolaty and berry-driven finish with undertones of saltwater taffy."
Colombia Finca El Paraiso Castillo Red Plum,Paradise Roasters,Light,United States,Cauca Department,Colombia,14.11,94,22-May,"Richly floral, resonantly fruit-toned. Apricot blossom, Bing cherry, amber, cocoa nib, black sage in aroma and cup. Sweetly tart structure with gently bright, floral-driven acidity; buoyant, silky mouthfeel. The finish centers around notes of Bing cherry, apricot blossom and amber."
Ethiopia Guji Uraga Tebe Burku Natural,Cozy House Coffee,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.93,94,22-Apr,"Deeply sweet, fruit-toned, lively. Black cherry, dark chocolate, marshmallow, macadamia nut, pink grapefruit zest in aroma and cup. Sweet structure with bright, juicy acidity; full, creamy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of macadamia nut and dark chocolate."
British Style Espresso Blend,Cozy House Coffee,Medium,Taiwan,Panama,Honduras,7.05,95,22-Apr,"Evaluated as espresso. Juicy, richly sweet-tart. Pomegranate, dark chocolate, amber, almond butter, pomelo in aroma and small cup. Very syrupy mouthfeel; long, lingering, flavor-saturated finish. The tart-leaning structure stands up in cappuccino-scaled milk without sacrificing rich dark chocolate notes."
Ethiopia Yirgacheffe Konga Natural,Cozy House Coffee,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,4.93,93,22-Apr,"Deeply sweet-savory. Blackberry, hop flowers, sandalwood, cocoa nib, a hint of lemon verbena in aroma and cup. Sweet-savory structure with gentle, round acidity; full, syrupy mouthfeel. Cocoa-toned sandalwood and blackberry notes characterize the resonant finish."
Costa Rica Brunca Rivense Las Moras Black Honey,Cozy House Coffee,Medium-Light,Taiwan,Brunca Growing Region,Costa Rica,5.64,94,22-Apr,"Juicy sweet, gently fermenty. Raspberry, thyme, dark chocolate, wine barrel in aroma and cup. Rich, sweet structure with buoyant acidity; satiny, viscous mouthfeel. Deeply chocolaty and fruit-toned finish."
Ethiopia Yirgacheffe Hama Washed,Cozy House Coffee,Medium-Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,4.93,94,22-Apr,"Complex, multi-layered, deeply sweet-tart. Lilac, cocoa nib, peach, amber, pistachio in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of lilac and peach, balanced by suggestions of crisp cocoa."
Guatemala Antigua Bella Carmona,Cozy House Coffee,Medium-Light,Taiwan,Antigua Growing Region,Guatemala,4.93,93,22-Apr,"Floral-driven, crisply cocoa-toned. Baking chocolate, magnolia, golden raisin, almond brittle, cedar in aroma and cup. Sweet structure with brisk acidity; syrupy-smooth mouthfeel. Baking chocolate and magnolia carry the finish, with undertones of fresh-cut cedar."
Rwanda Gatare,Nostalgia Coffee Roasters,Medium-Light,United States,Nyamasheke District,Western Province,6.47,94,22-May,"Very chocolaty, rich-toned. Dark chocolate, black cherry, amber, pink grapefruit zest, magnolia in aroma and cup. Crisply bright structure with vibrant acidity; velvety-smooth mouthfeel. The chocolaty finish is pleasingly complicated by notes of black cherry."
Guatemala ASPROCDEGUA Women Producers,Yellow Brick Coffee,Medium-Light,United States,Huehuetenango,Guatemala,5.29,93,22-May,"Crisply chocolaty, nut-toned. Baking chocolate, pink grapefruit zest, hazelnut brittle, thyme, agave syrup in aroma and cup. Bittersweet structure with brisk acidity; smooth, satiny mouthfeel. Quiet, nut-driven finish with hints of baking chocolate."
Costa Rica Naranjo Danilo Salazar Arias,Coffee by Design,Medium-Light,United States,Alajuela,Costa Rica,6.76,94,22-May,"Bright, richly sweet-tart, fruit-toned. Pomegranate, dark chocolate, lilac, almond, amber in aroma and small cup. Bright structure with juicy, vibrant acidity; plush, creamy mouthfeel. Sweetly tart finish with leading notes of pomegranate and almond. Crisply chocolaty, floral finish."
Kenya Kahunyo AA,Coffee by Design,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,4.85,93,22-May,"Crisply sweet-savory. Date, magnolia, tamarind, cedar, brown sugar in aroma and cup. Richly bittersweet structure with lively acidity; crisp, velvety mouthfeel. Sweetly tart finish leads with tamarind notes, supported by suggestions of rich cedar."
Honduras COMSA Oscar Omar Alonzo,Coffee by Design,Medium-Light,United States,Marcala,Honduras,5.44,93,22-May,"A balanced honey-processed cup that leads with stone fruit and vanilla-like floral notes — sweet, tart, and especially aromatic."
Rwanda Gasharu Natural,Coffee by Design,Medium-Light,United States,Nyamasheke District,Rwanda,6.76,92,22-May,"Delicately fruit-forward, crisply chocolaty. Date, baking chocolate, hazelnut, tangerine zest, cane sugar in aroma and cup. Sweet-toned structure with gentle, round acidity, plush, syrupy-smooth mouthfeel. Understated, balance, nut- and chocolate-toned finish. "
Ethiopia Guji Shakiso G1 Honey,VERYTIME,Medium-Light,Taiwan,Sidama Growing Region,Southern Ethiopia,5.66,94,22-May,"Fruit-toned, deeply floral. Raspberry, wisteria, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with crisp, juicy acidity; full, satiny-smooth mouthfeel. The finish is driven by notes of raspberry and dark chocolate."
Yemen Haraaz Red Mahal Aqeeq ul Station Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Sharqi,Haraaz,15.43,97,22-May,"Lyrically sweet, stunningly deep, engagingly complex. Dried black cherry, black sage, wild honey sandalwood, honeysuckle in aroma and cup. Juicy-bright structure with malic (green-apple-like) acidity; luscious, satiny mouthfeel. Integrated, multi-layered, flavor-saturated finish."
Brazil Fazenda Samambaia Natural Fermentation Arara,Kakalove Cafe,Medium-Light,Taiwan,Santo Antônio Do Amparo,Minas Gerais State,8.5,95,22-May,"Richly sweet, deeply savory. Fig, dark chocolate, magnolia, cashew butter, a hint of grappa barrel in aroma and cup. Sweet-toned structure with juicy acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of dark chocolate and cashew butter with undertones of dried fig."
Brazil Ipanema Premier Cru Gold A49 Cherry,Euphora Coffee,Medium-Light,Taiwan,Serra Da Mantiqueira,Brazil,3.96,93,22-May,"Crisply sweet, deep-toned. Banana, cream, hazelnut, freesia, golden raisin in aroma and cup. Bittersweet structure with brisk acidity; crisp, syrupy mouthfeel. Complex, resonant, flavor-saturated finish."
Brazil Natural Veloso Estate,Min Enjoy Cafe,Medium-Light,Taiwan,Cerrado Mineiro,Brazil,5.57,93,22-May,"Soft, balanced, vibrant. Cocoa nib, tea rose, cream, bay leaf, dried apple in aroma and cup. Sweet structure with gentle acidity; buttery mouthfeel. The subtly nuanced finish leads with notes of cocoa nib and bay leaf with dried apple undertones."
Sítio Pedra Menina,Mostra Coffee,Medium-Light,United States,Alto Caparaó,Minas Gerais State,11.29,93,22-May,"Gently tart, sweetly herbaceous. Jasmine, sassafras, tangerine, baking chocolate, agave syrup in aroma and cup. High-toned structure with sweetly bright acidity; silky, buoyant mouthfeel. The quiet finish consolidates to notes of tangerine and jasmine."
Brazil Sítio Ponte Fazenda Ponte,Peach Coffee Roasters,Medium-Light,United States,Chapada Diamantina Region,Bahia State,8.23,93,22-May,"Caramel apple, chrysanthemum, lemon verbena, cedar, almond butter in aroma and cup. Sweetly bright structure with delicately juicy acidity; gently buoyant mouthfeel. The roundly sweet finish leads with notes of caramel apple and chrysanthemum."
Brazil Red Catuaí Double-Anaerobic,Spix's Cafe,Medium-Light,Taiwan,Minas Gerais State,Brazil,4.81,93,22-May,"Sweetly and deeply bright. Dried cherry, dark chocolate, magnolia, cedar, marjoram in aroma and cup. Sweetly savory structure with delicate, deep-toned acidity; silky-smooth mouthfeel. Simple, clean finish, chocolaty and sweet."
Brazil Legender Sitio Taquara Natural,Willoughby's Coffee & Tea,Medium-Light,United States,Campestre,Minas Gerais State,4.08,92,22-May,"Hazelnut, vanilla, freesia, cocoa powder, plum in aroma and cup. Sweet-toned with balanced, backgrounded acidity; delicate, lively mouthfeel. Straightforward, richly nut-toned, crisply chocolaty finish."
Brazil Mogiana Aparecid Farm,CafeTaster,Medium-Light,Taiwan,Mogiana Growing Region,Sao Paulo State,5.1,93,22-May,"Crisp, sweet, delicately cocoa-toned. Blood orange, cocoa, macadamia nut, honeysuckle, grape in aroma and cup. Deep and rather bittersweet in structure, with low-toned but vibrant acidity. Lightly syrupy, deeply satiny mouthfeel. Dries out a bit in the finish, but a cocoa-toned sweetness lasts.  "
Costa Rica Canet Musician Series Bach Raisin Honey,Cafe Red Bean Shop,Medium-Light,Taiwan,Tarrazu,Costa Rica,7.75,94,22-May,"Richly fruit-toned. Date, honey, hazelnut butter, magnolia, hint of whiskey barrel in aroma and cup. Sweet-toned structure with brisk acidity; full, buttery mouthfeel. Long, resonant, balanced finish centered around notes of date, magnolia and hazelnut. "
Peru Amazonas Los Santos Geisha Natural,Cafe Red Bean Shop,Light,Taiwan,Utcubamba Province,Amazonas Region,13.39,95,22-May,"Richly aromatic, deeply floral toned. Star jasmine, cocoa nib, dragonfruit, lychee, sandalwood in aroma and cup. Richly sweet with delicately bright acidity; full, satiny-smooth mouthfeel. Crisply sweet finish consolidates to notes of cocoa nib and sandalwood with undertones of star jasmine. "
Ethiopia Odola Washed,Ramshead Coffee Roasters,Light,United States,Uraga,Guji Zone,5.57,95,22-May,"Gently fruit-forward, elegantly floral. Wild raspberry, cocoa nib, star jasmine, cashew butter, cedar in aroma and cup. Sweet-toned structure with delicately juicy acidity; very full, satiny mouthfeel. The finish consolidates to notes of cocoa-toned raspberry."
Colombia Quindio Anaerobic Natural,Paradise Roasters,Medium-Light,United States,Quindio Department,Colombia,8.82,94,22-Jun,"Richly fruit and spice-toned. Dried elderberry, clove, agave syrup, marjoram, sandalwood in aroma and cup. Sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish leads with notes of elderberry and sandalwood."
Colombia Pink Bourbon,Paradise Roasters,Medium-Light,United States,Pitalito,Huila Department,11.17,94,22-Jun,"Complex, nuanced, high-toned. Wild raspberry, honeysuckle, cocoa nib, tangerine zest, honey in aroma and cup. Sweetly tart with juicy-bright acidity; full, satiny-smooth mouthfeel. The inviting finish leads with notes of cocoa nib and honey."
Philippine Farmer Milled Lot,Mostra Coffee,Medium,United States,Atok,Benguet,6.55,93,22-Jun,"Spice-toned, deeply chocolaty. Dark chocolate, baking spices, cashew butter, lily, molasses in aroma and cup. Crisply sweet with gentle, round acidity; plush, creamy mouthfeel. Quiet, nutty finish supported by notes of baking spices."
Colombia Cumbarco Lot 397,modcup coffee,Medium-Light,United States,Caicedonia,Valle De Cauca Department,5.88,93,22-Jun,"Crisply chocolaty, richly nut-toned. Baking chocolate, almond butter, plum, cedar, maple syrup in aroma and cup. Sweet structure with juicy acidity; velvety mouthfeel. The flavorful finish leads with notes of baking chocolate and almond with hints of plum."
Meridiano Ecuador,JBC Coffee Roasters,Medium-Light,United States,Quito,Pichincha Province,5.29,93,22-Jun,"Bright, deep-toned. Bing cherry, almond nougat, lemon verbena, cane sugar, cedar in aroma and cup. Sweet structure with gentle, smooth acidity; very full satiny mouthfeel. The crisp finish centers around notes of almond nougat and lemon verbena."
Malaysia Sabah Honey,Paradise Roasters,Medium-Light,United States,Sabah State,East Malaysia,14.7,92,22-Jun,"Richly sweet, delicately spice-toned. Baking chocolate, date, brown sugar, nutmeg, fresh-cut oak in aroma and cup. Sweet-toned structure with brisk acidity; smooth, silky mouthfeel. The finish consolidates to notes of baking chocolate and nutmeg."
Ruby Sweet Lychee,1980 CAFE,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,6.34,92,22-Jun,"Fruit-toned, delicately floral. Magnolia, plum, almond, cedar, cane sugar in aroma and cup. Crisply sweet structure with brisk acidity; silky mouthfeel. Wood-framed finish with undertones of almond and cane sugar."
Fruits Island,1980 CAFE,Medium-Light,Taiwan,Guji Zone,Oromia Region,6.34,90,22-Jun,"Gently sweet-tart. Pomegranate, orange zest, agave syrup, fir, lily in aroma and cup. Tart structure with brisk acidity; velvety mouthfeel. Gently drying, wood-framed finish."
Kasasagi,Kasasagi Coffee Roasters,Medium-Light,Taiwan,Guatemala,Costa Rica,8,92,22-Jun,"Evaluated as espresso. Sweet, richly nut-toned. Almond brittle, freesia, dried apple, cedar, lemon zest in aroma and small cup. Crisp, satiny mouthfeel; gently drying, wood-framed finish. In three parts milk, nut tones are amplified, supported by a hint of freesia-like flowers."
Syunmei Espresso Blend,Kasasagi Coffee Roasters,Medium-Light,Taiwan,Ethiopia,Panama,8,92,22-Jun,"Evaluated as espresso. Richly sweet-tart. Bing cherry, dark chocolate, fir, almond, gardenia in aroma and small cup. Crisp, velvety mouthfeel; chocolaty, wood-toned finish. Notes of dark chocolate and gardenia lead in cappuccino-scaled milk."
Peru Gesha,SkyTop Coffee,Medium-Light,United States,Pacaybamba Growing Region,Peru,8.82,94,22-May,"Complex, multi-layered, richly aromatic. Blood orange, wisteria, black sage, dried apricot, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, silky-smooth mouthfeel. The resonant finish centers around notes of dried apricot and black sage."
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,Taster's Coffee,Light,Taiwan,San Lorenzo,Saraguro,9.35,95,22-May,"Aromatically exhilarating, deeply sweet-savory. Concord grape, hop flowers, pineapple saltwater taffy, cashew brittle, black sage in aroma and cup. Savory-leaning structure with winey acidity; full, syrupy mouthfeel. Crisp, bittersweet finish."
Santa Elena Colombia Caturra Natural,Hub Coffee Roasters,Medium-Light,United States,Antioquia Department,Colombia,5.73,92,22-May,"Gently sweet-tart, fruit-toned. Dried plum, cocoa nib, fresh-cut oak, lemon verbena, freesia-like flowers in aroma and cup. Delicately tart structure with brisk acidity; crisp, satiny mouthfeel. Cocoa and cedar notes lead the quiet finish."
Decaf Colombia Finca Las Nubes,Hub Coffee Roasters,Medium-Light,United States,Colombia,Antioquia Department,5.29,90,22-May,"Crisply chocolaty, deeply sweet. Baking chocolate, cashew, caramel, fresh-cut fir, oregano in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. Gently drying finish with notes of crisp chocolate and cashew."
Nicaragua Selva Negra,Peach Coffee Roasters,Medium-Light,United States,Matagalpa,Nicaragua,5.29,93,22-May,"Deeply fruity, richly chocolaty. Grape candy, chocolate fudge, magnolia, walnut butter, agave syrup in aroma and cup. Crisply sweet-taert structure with brisk acidity; plush, syrupy mouthfeel. Quietly fruit-toned, chocolaty finish."
Colombia UVI Cochidas,Peach Coffee Roasters,Medium-Light,United States,Huila Department,Colombia,5.88,93,22-May,"Spice-toned, balanced, crisply sweet. Baking spices, caramel, lily, almond, orange zest in aroma and cup. Crisp, sweet structure with bright acidity; smooth, satiny mouthfeel. Almond notes lead in the finish, supported by caramel and orange zest."
Panama Finca Deborah Afterglow Geisha Natural,Mute Roaster,Light,China,Volcán Growing Region,Chiriquí Province,61.66,95,22-May,"Nuanced, richly sweet, delicately tart. Pineapple, sage, cocoa nib, wild honey, lilac in aroma and cup. Balanced, bright structure with lively, phosphoric acidity; viscous, silky mouthfeel. The finish is long, harmoniously integrated, flavor-laden."
Colombia Exótico De Altura,Oak & Bond Coffee Company,Medium-Light,United States,Giraldo,Antioquia,5.29,94,22-May,"Rich-toned, chocolaty, balanced. Dark chocolate, hazelnut butter, blackberry, yuzu, fresh-cut oak in aroma and cup. Deeply sweet structure with gentle, round acidity; plush, satiny-smooth mouthfeel. Particularly rich, complex finish, chocolaty and long."
Ethiopia Dawencho 74110 Natural Espresso,Quartet Kaffe,Medium-Light,Taiwan,Arbegona,Sidama Region,19.84,94,22-May,"Evaluated as espresso. Sweetly tart, juicy, bright. Green apple, sandalwood, dark chocolate, almond brittle, pink grapefruit zest in aroma and small cup. Syrupy, viscous mouthfeel; crisply fruit-toned finish. Elegant and deep in three parts milk, with fruit, dark chocolate and aromatic wood in harmony."
Kenya Nyeri Yerihar AA Top Lot 21/01,Atom Coffee Roasters,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,6.55,94,22-May,"Richly sweet, deeply savory. Lilac, black currant, lime zest, tamarind, cedar in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The finish leads with lilac and black currant in the short; lime zest and cedar carry the long."
Kenya Washed Kiambu Uklili AB Espresso,Kakalove Cafe,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,5.66,96,22-Jun,"Evaluated as espresso. Richly sweet-tart, high-toned, deeply aromatic. Dried pomegranate, honeysuckle, dark chocolate, amber, pink grapefruit zest in aroma and small cup. Plush, voluptuous mouthfeel; resonant, flavor-laden finish. Superb in cappuccino-scaled milk: chocolaty and floral-toned."
Karatina Kenya,JBC Coffee Roasters,Medium-Light,United States,Nyeri County,Kenya,6.76,95,22-Jun,"Berry-driven, complexly sweet-savory. Mulberry, praline, cocoa nib, lilac, tangerine zest in aroma and cup. Brightly sweet-savory structure with juicy, vibrant acidity; full, syrupy-smooth mouthfeel. Resonant, lingering, berry-toned finish, chocolaty and floral."
Karamo Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Sidama Growing Region,Ethiopia,5.58,94,22-Jun,"Crisply sweet-tart. Passion fruit, lemon verbena, cocoa nib, freesia, cedar in aroma and cup. Gently tart structure with sweet, high-toned acidity; very smooth, satiny mouthfeel. Cocoa-toned finish supported by notes of lemon verbena and freesia."
Ethiopia Natural Shakisso Mormora 74112,Kakalove Cafe,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.6,95,22-Jun,"Gently fruit-forward, sweetly savory. Dark chocolate, raspberry coulis, star jasmine, cedar, tangerine zest. Sweet-savory structure with fruity-bright acidity; plush, syrupy mouthfeel. Chocolaty and fruit-driven in the finish, with support from notes of bittersweet citrus."
Ethiopia Washed Shakisso Mormora 74112,Kakalove Cafe,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.6,95,22-Jun,"Delicate, richly floral-toned. Lavender, blood orange, cocoa nib, almond butter, sandalwood in aroma and cup. Balanced structure with fine, floral-toned acidity; silky-smooth, vibrant mouthfeel. The long, sweet finish centers around notes of cocoa nib, lavender and blood orange."
Classic Blend,Nostalgia Coffee Roasters,Medium-Light,United States,Nicaragua,Guatemala,5.29,93,22-Jun,"Crisply sweet, richly savory. Cocoa nib, Asian pear, caramel, freesia-like flowers, fresh-cut oak in aroma and cup. Sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. Quietly cocoa-toned finish with caramel undertones."
Tang Bohu Espresso Blend,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Ethiopia,Kenya,9.2,95,22-Jun,"Evaluated as espresso. Deeply sweet-savory, chocolaty and fruit-forward. Lychee, chocolate fudge, pistachio brittle, plumeria, scorched cedar in aroma and small cup. Creamy-smooth mouthfeel; resonantly chocolaty finish with pleasing, slightly smoky aromatic wood undertones. In three parts milk, chocolate is further elevated, as are florals."
Ethiopia Keramo Natural,Rusty Dog Coffee,Medium-Light,United States,Sidama Growing Region,Ethiopia,5.22,93,22-Jun,"Richly aromatic, deeply fruit-toned. Raspberry jam, almond nougat, lemon balm, cocoa nib, cedar in aroma and cup. Gently tart structure with pert acidity; plush, satiny mouthfeel. Crisp, fruity, cocoa-toned finish."
Costa Rica Los Torres Microlot Black Honey,Rusty Dog Coffee,Medium-Light,United States,Rivas District,Chirripo Region,5.51,93,22-Jun,"Multi-layered, richly sweet. Dried plum, hazelnut butter, bergamot, magnolia, oak in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny-smooth mouthfeel. Crisply nut-toned finish with undertones of bergamot."
Ethiopia Guracho Natural,Modern Times Coffee,Medium-Light,United States,Guji Zone,Oromia Region,5.29,93,22-Jun,"Evaluated as espresso. Delicately berry-toned, richly sweet. Blackberry coulis, cocoa nib, agave syrup, fresh-cut cedar, macadamia nut in aroma and small cup. Silky, viscous mouthfeel; the finish leads with notes of agave syrup and macadamia nut. Especially pretty in cappuccino format, where berry and cocoa notes balance rich aromatic cedar."
Fruit Bomb/Ethiopia Shantewene,modcup coffee,Medium-Light,United States,Sidama Region,South-Central Ethiopia,11.02,93,22-Jun,"Evaluated as espresso. Aromatically intense, sweet-tart-savory. Concord grape, lychee, dark chocolate, aloewood, oregano in aroma and cup. Creamy-smooth mouthfeel; savory, herbaceous, chocolaty finish. In three parts milk, savory notes usurp sweet, with inviting aloewood and oregano notes supported by dark chocolate and lychee undertones."
Colombia Quindio Anaerobic Natural,Paradise Roasters,Medium-Light,United States,Quindio Department,Colombia,8.82,94,22-Jun,"Evaluated as espresso. Brightly fruit-toned, deeply chocolaty, with savory undertones. Rambutan, sandalwood, kumquat, dark chocolate, freesia in aroma and small cup. Crisp, satiny mouthfeel; especially long, flavor-laden finish. In three parts milk, sandalwood notes frame the dark chocolate and tropical fruit throughlines."
Colombia Tres Dragones Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Caicedonia,Valle De Cauca Department,7.35,94,22-Jun,"Evaluated as espresso. Winey and musky, richly chocolaty. Dark chocolate, red wine barrel, musk, black sage, toasted walnut in aroma and small cup. "
Colombia Finca Jardines del Eden Ice Fermentation Natural,GK Coffee,Medium-Light,Taiwan,Cauca Department,Colombia,16,94,22-Jun,"Evaluated as espresso. Extremely sweet, intentionally fermenty, wine-like aroma. Red wine, salted caramel, gardenia, pomelo, hazelnut brittle in aroma and small cup. Plush, syrupy mouthfeel; crisply nut-toned and caramelly finish. In milk, this coffee is dessert-like in its impossibly deep sweetness."
Honduras Natural San Vicente Belarmino Contreras Pacas,Kakalove Cafe,Medium-Light,Taiwan,Santa Barbara Department,Honduras,3.89,94,22-Jun,"Evaluated as espresso. Balanced, deep, richly floral- and fruit-toned. Hyacinth, mulberry, cocoa nib, almond butter, lemon-thyme in aroma and small cup. Crisp, syrupy mouthfeel; berry-driven, nutty finish. Harmonious and integrated in cappuccino-scaled milk, with berry and floral notes dancing at the top."
Chasing Horizon Natural Espresso,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Ethiopia,Santa Barbara Department,11.33,95,22-Jun,"Evaluated as espresso. Decadently floral-toned with fruit underpinnings. Plumeria, black cherry, chocolate fudge, dark caramel, singed cedar in aroma and small cup. Creamy-smooth mouthfeel; crisply chocolaty, distinctly floral finish. "
Supernatural,Barrington Coffee Roasting,Medium-Light,United States,Sidama Region,South-Central Ethiopia,5.42,95,22-Jun,"Evaluated as espresso. Complex, richly tart, sweetly herbaceous. Watermelon candy, sassafras, star jasmine, dark chocolate, hint of eucalyptus in aroma and small cup. Viscous, syrupy mouthfeel; crisp, sweetly herbal finish. In cappuccino format, balanced, bright, deep, juicy and chocolaty."
Ethiopia Alemaza Natural SOE,Felala Coffee Lab,Medium-Light,Taiwan,Sidama Region,South-Central Ethiopia,5.1,95,22-Jun,"Evaluated as espresso. Juicy, richly aromatic, sweetly tart. Dark chocolate, pomegranate, sandalwood, lilac, blood orange zest in aroma and small cup. Syrupy-smooth mouthfeel; long, flavor-saturated finish. High-toned and chocolaty in three parts milk, supported by elegant floral and rich aromatic wood notes."
Kona Natural Espresso,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,27.76,95,22-Jun,"Evaluated as espresso. Richly chocolaty, sweetly nutty, subtly fruity. Nutella, dried red currant, magnolia, pink grapefruit zest, rosewood in aroma and small cup. Crisp, syrupy mouthfeel; the dessert-like finish centers around notes of Nutella and magnolia. In three parts milk, plush, flavor-saturated and lingering."
Colombia Tres Dragones,modcup coffee,Medium-Light,United States,Caicedonia,Valle De Cauca Department,7.94,95,22-Jun,"Richly sweet-savory, fruit-forward, juicy. Dried pineapple, dark chocolate, wine barrel, magnolia, hop flowers in aroma and cup. Richly sweet-savory structure with high-toned acidity; plush, viscous mouthfeel. The fruit-driven finish is complicated by notes of wine barrel and magnolia. "
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Alto Quiel,Panama,28.66,95,22-Jun,"Juicy, balanced, bright. Bing cherry, wisteria, cocoa nib, blood orange, marjoram in aroma and cup. Sweetly tart with citrusy acidity; plush, syrupy mouthfeel. The crisply sweet finish centers around notes of cherry and cocoa nib."
